file_no,process_name,pid,tid
43,/usr/bin/firefox,21022,21032
43,/opt/firefox31/plugin-container,21073,21073
43,/opt/firefox31/plugin-container,21073,21075
43,/usr/bin/dbus-launch,21076,21076
43,sh,21078,21078
43,/bin/ps,21079,21079
43,/bin/grep,21080,21080
43,/opt/firefox31/plugin-container,21086,21086
43,/opt/firefox31/plugin-container,21086,21087
44,/usr/bin/firefox,21110,21110
44,dconf worker,21110,21113
44,/usr/bin/dbus-launch,21114,21114
44,/usr/bin/firefox,21112,21112
44,/usr/bin/firefox,21110,21125
44,/usr/bin/firefox,21110,21129
44,/usr/bin/dbus-launch,21154,21154
44,/usr/bin/firefox,21110,21121
44,/usr/bin/firefox,21110,21120
44,/opt/firefox31/plugin-container,21164,21164
44,/opt/firefox31/plugin-container,21164,21166
44,/usr/bin/dbus-launch,21167,21167
44,sh,21169,21169
44,/bin/ps,21170,21170
44,/bin/grep,21171,21171
44,/opt/firefox31/plugin-container,21177,21177
44,/opt/firefox31/plugin-container,21177,21178
45,/usr/bin/firefox,21200,21200
45,dconf worker,21200,21203
45,/usr/bin/dbus-launch,21204,21204
45,/usr/bin/firefox,21202,21202
45,/usr/bin/firefox,21200,21215
45,/usr/bin/firefox,21200,21219
45,/usr/bin/dbus-launch,21244,21244
45,/usr/bin/firefox,21200,21211
45,/usr/bin/firefox,21200,21210
45,/opt/firefox31/plugin-container,21253,21253
45,/opt/firefox31/plugin-container,21253,21255
45,/usr/bin/dbus-launch,21256,21256
45,sh,21258,21258
45,/bin/ps,21259,21259
45,/bin/grep,21260,21260
45,/opt/firefox31/plugin-container,21266,21266
45,/opt/firefox31/plugin-container,21266,21267
46,/usr/bin/firefox,21290,21290
46,dconf worker,21290,21293
46,/usr/bin/dbus-launch,21294,21294
46,/usr/bin/firefox,21292,21292
46,/usr/bin/firefox,21290,21305
46,/usr/bin/firefox,21290,21309
46,/usr/bin/dbus-launch,21333,21333
46,/usr/bin/firefox,21290,21301
46,/usr/bin/firefox,21290,21300
46,/opt/firefox31/plugin-container,21342,21342
46,/opt/firefox31/plugin-container,21342,21344
46,/usr/bin/dbus-launch,21345,21345
46,sh,21347,21347
46,/bin/ps,21348,21348
46,/bin/grep,21349,21349
46,/opt/firefox31/plugin-container,21355,21355
46,/opt/firefox31/plugin-container,21355,21356
47,/usr/bin/firefox,21379,21379
47,dconf worker,21379,21382
47,/usr/bin/dbus-launch,21383,21383
47,/usr/bin/firefox,21381,21381
47,/usr/bin/firefox,21379,21394
47,/usr/bin/firefox,21379,21398
47,/usr/bin/dbus-launch,21421,21421
47,/usr/bin/firefox,21379,21390
47,/usr/bin/firefox,21379,21389
47,/opt/firefox31/plugin-container,21430,21430
47,/opt/firefox31/plugin-container,21430,21432
47,/usr/bin/dbus-launch,21433,21433
47,sh,21435,21435
47,/bin/ps,21436,21436
47,/bin/grep,21437,21437
47,/opt/firefox31/plugin-container,21443,21443
47,/opt/firefox31/plugin-container,21443,21444
48,/usr/bin/firefox,21466,21466
48,dconf worker,21466,21469
48,/usr/bin/dbus-launch,21470,21470
48,/usr/bin/firefox,21468,21468
48,/usr/bin/firefox,21466,21481
48,/usr/bin/firefox,21466,21485
48,/usr/bin/dbus-launch,21506,21506
48,/usr/bin/firefox,21466,21477
48,/usr/bin/firefox,21466,21476
48,/opt/firefox31/plugin-container,21515,21515
48,/opt/firefox31/plugin-container,21515,21517
48,/usr/bin/dbus-launch,21518,21518
48,sh,21520,21520
48,/bin/ps,21521,21521
48,/bin/grep,21522,21522
48,/opt/firefox31/plugin-container,21528,21528
48,/opt/firefox31/plugin-container,21528,21529
49,/usr/bin/firefox,21552,21552
49,dconf worker,21552,21555
49,/usr/bin/dbus-launch,21556,21556
49,/usr/bin/firefox,21554,21554
49,/usr/bin/firefox,21552,21567
49,/usr/bin/firefox,21552,21571
49,/usr/bin/dbus-launch,21597,21597
49,/usr/bin/firefox,21552,21563
49,/usr/bin/firefox,21552,21562
49,/opt/firefox31/plugin-container,21606,21606
49,/opt/firefox31/plugin-container,21606,21608
49,/usr/bin/dbus-launch,21609,21609
49,sh,21611,21611
49,/bin/ps,21612,21612
49,/bin/grep,21613,21613
49,/opt/firefox31/plugin-container,21619,21619
49,/opt/firefox31/plugin-container,21619,21620
50,/usr/bin/firefox,21643,21643
50,dconf worker,21643,21646
50,/usr/bin/dbus-launch,21647,21647
50,/usr/bin/firefox,21645,21645
50,/usr/bin/firefox,21643,21658
50,/usr/bin/firefox,21643,21662
50,/usr/bin/dbus-launch,21687,21687
50,/usr/bin/firefox,21643,21654
50,/usr/bin/firefox,21643,21653
50,/opt/firefox31/plugin-container,21696,21696
50,/opt/firefox31/plugin-container,21696,21698
50,/usr/bin/dbus-launch,21699,21699
50,sh,21701,21701
50,/bin/ps,21702,21702
50,/bin/grep,21703,21703
50,/opt/firefox31/plugin-container,21710,21710
50,/opt/firefox31/plugin-container,21710,21711
51,/usr/bin/firefox,21733,21733
51,dconf worker,21733,21736
51,/usr/bin/dbus-launch,21737,21737
51,/usr/bin/firefox,21735,21735
51,/usr/bin/firefox,21733,21748
51,/usr/bin/firefox,21733,21752
51,/usr/bin/dbus-launch,21771,21771
51,/usr/bin/firefox,21733,21744
51,/usr/bin/firefox,21733,21743
51,/opt/firefox31/plugin-container,21780,21780
51,/opt/firefox31/plugin-container,21780,21782
51,/usr/bin/dbus-launch,21783,21783
51,sh,21785,21785
51,/bin/ps,21786,21786
51,/bin/grep,21787,21787
51,/opt/firefox31/plugin-container,21793,21793
51,/opt/firefox31/plugin-container,21793,21794
52,/usr/bin/firefox,21818,21818
52,dconf worker,21818,21821
52,/usr/bin/dbus-launch,21822,21822
52,/usr/bin/firefox,21820,21820
52,/usr/bin/firefox,21818,21833
52,/usr/bin/firefox,21818,21837
52,/usr/bin/dbus-launch,21866,21866
52,/usr/bin/firefox,21818,21829
52,/usr/bin/firefox,21818,21828
52,/opt/firefox31/plugin-container,21875,21875
52,/opt/firefox31/plugin-container,21875,21877
52,/usr/bin/dbus-launch,21878,21878
52,sh,21880,21880
52,/bin/ps,21881,21881
52,/bin/grep,21882,21882
52,/opt/firefox31/plugin-container,21888,21888
52,/opt/firefox31/plugin-container,21888,21889
53,/usr/bin/firefox,21911,21911
53,dconf worker,21911,21914
53,/usr/bin/dbus-launch,21915,21915
53,/usr/bin/firefox,21913,21913
53,/usr/bin/firefox,21911,21926
53,/usr/bin/firefox,21911,21930
53,/usr/bin/dbus-launch,21953,21953
53,/usr/bin/firefox,21911,21922
53,/usr/bin/firefox,21911,21921
53,/opt/firefox31/plugin-container,21962,21962
53,/opt/firefox31/plugin-container,21962,21964
53,/usr/bin/dbus-launch,21965,21965
53,sh,21967,21967
53,/bin/ps,21968,21968
53,/bin/grep,21969,21969
53,/opt/firefox31/plugin-container,21975,21975
53,/opt/firefox31/plugin-container,21975,21977
54,/usr/bin/firefox,21999,21999
54,dconf worker,21999,22002
54,/usr/bin/dbus-launch,22003,22003
54,/usr/bin/firefox,22001,22001
54,/usr/bin/firefox,21999,22014
54,/usr/bin/firefox,21999,22018
54,/usr/bin/dbus-launch,22041,22041
54,/usr/bin/firefox,21999,22010
54,/usr/bin/firefox,21999,22009
54,/opt/firefox31/plugin-container,22050,22050
54,/opt/firefox31/plugin-container,22050,22052
54,/usr/bin/dbus-launch,22053,22053
54,sh,22055,22055
54,/bin/ps,22056,22056
54,/bin/grep,22057,22057
54,/opt/firefox31/plugin-container,22063,22063
54,/opt/firefox31/plugin-container,22063,22064
55,/usr/bin/firefox,22087,22087
55,dconf worker,22087,22090
55,/usr/bin/dbus-launch,22091,22091
55,/usr/bin/firefox,22089,22089
55,/usr/bin/firefox,22087,22102
55,/usr/bin/firefox,22087,22106
55,/usr/bin/dbus-launch,22125,22125
55,/usr/bin/firefox,22087,22098
55,/usr/bin/firefox,22087,22097
55,/opt/firefox31/plugin-container,22134,22134
55,/opt/firefox31/plugin-container,22134,22136
55,/usr/bin/dbus-launch,22137,22137
55,sh,22139,22139
55,/bin/ps,22140,22140
55,/bin/grep,22141,22141
55,/opt/firefox31/plugin-container,22147,22147
55,/opt/firefox31/plugin-container,22147,22148
56,/usr/bin/firefox,22170,22170
56,dconf worker,22170,22173
56,/usr/bin/dbus-launch,22174,22174
56,/usr/bin/firefox,22172,22172
56,/usr/bin/firefox,22170,22185
56,/usr/bin/firefox,22170,22189
56,/usr/bin/dbus-launch,22214,22214
56,/usr/bin/firefox,22170,22181
56,/usr/bin/firefox,22170,22180
56,/opt/firefox31/plugin-container,22223,22223
56,/opt/firefox31/plugin-container,22223,22225
56,/usr/bin/dbus-launch,22226,22226
56,sh,22228,22228
56,/bin/ps,22229,22229
56,/bin/grep,22230,22230
56,/opt/firefox31/plugin-container,22236,22236
56,/opt/firefox31/plugin-container,22236,22237
57,/usr/bin/firefox,22260,22260
57,dconf worker,22260,22263
57,/usr/bin/dbus-launch,22264,22264
57,/usr/bin/firefox,22262,22262
57,/usr/bin/firefox,22260,22275
57,/usr/bin/firefox,22260,22279
57,/usr/bin/dbus-launch,22299,22299
57,/usr/bin/firefox,22260,22271
57,/usr/bin/firefox,22260,22270
57,/opt/firefox31/plugin-container,22308,22308
57,/opt/firefox31/plugin-container,22308,22310
57,/usr/bin/dbus-launch,22311,22311
57,sh,22313,22313
57,/bin/ps,22314,22314
57,/bin/grep,22315,22315
57,/opt/firefox31/plugin-container,22321,22321
57,/opt/firefox31/plugin-container,22321,22322
58,/usr/bin/firefox,22344,22344
58,dconf worker,22344,22347
58,/usr/bin/dbus-launch,22348,22348
58,/usr/bin/firefox,22346,22346
58,/usr/bin/firefox,22344,22360
58,/usr/bin/firefox,22344,22364
58,/usr/bin/dbus-launch,22391,22391
58,/usr/bin/firefox,22344,22355
58,/usr/bin/firefox,22344,22354
58,/opt/firefox31/plugin-container,22400,22400
58,/opt/firefox31/plugin-container,22400,22402
58,/usr/bin/dbus-launch,22403,22403
58,sh,22405,22405
58,/bin/ps,22406,22406
58,/bin/grep,22407,22407
58,/opt/firefox31/plugin-container,22413,22413
58,/opt/firefox31/plugin-container,22413,22415
59,/usr/bin/firefox,22437,22437
59,dconf worker,22437,22440
59,/usr/bin/dbus-launch,22441,22441
59,/usr/bin/firefox,22439,22439
59,/usr/bin/firefox,22437,22452
59,/usr/bin/firefox,22437,22456
59,/usr/bin/dbus-launch,22479,22479
59,/usr/bin/firefox,22437,22448
59,/usr/bin/firefox,22437,22447
59,/opt/firefox31/plugin-container,22488,22488
59,/opt/firefox31/plugin-container,22488,22490
59,/usr/bin/dbus-launch,22491,22491
59,sh,22493,22493
59,/bin/ps,22494,22494
59,/bin/grep,22495,22495
59,/opt/firefox31/plugin-container,22501,22501
59,/opt/firefox31/plugin-container,22501,22502
60,/usr/bin/firefox,22525,22525
60,dconf worker,22525,22528
60,/usr/bin/dbus-launch,22529,22529
60,/usr/bin/firefox,22527,22527
60,/usr/bin/firefox,22525,22540
60,/usr/bin/firefox,22525,22544
60,/usr/bin/dbus-launch,22568,22568
60,/usr/bin/firefox,22525,22536
60,/usr/bin/firefox,22525,22535
60,/opt/firefox31/plugin-container,22577,22577
60,/opt/firefox31/plugin-container,22577,22579
60,/usr/bin/dbus-launch,22580,22580
60,sh,22582,22582
60,/bin/ps,22583,22583
60,/bin/grep,22584,22584
60,/opt/firefox31/plugin-container,22590,22590
60,/opt/firefox31/plugin-container,22590,22591
61,/usr/bin/firefox,22613,22613
61,dconf worker,22613,22616
61,/usr/bin/dbus-launch,22617,22617
61,/usr/bin/firefox,22615,22615
61,/usr/bin/firefox,22613,22628
61,/usr/bin/firefox,22613,22632
61,/usr/bin/dbus-launch,22649,22649
61,/usr/bin/firefox,22613,22624
61,/usr/bin/firefox,22613,22623
61,/opt/firefox31/plugin-container,22658,22658
61,/opt/firefox31/plugin-container,22658,22660
61,/usr/bin/dbus-launch,22661,22661
61,sh,22663,22663
61,/bin/ps,22664,22664
61,/bin/grep,22665,22665
61,/opt/firefox31/plugin-container,22672,22672
61,/opt/firefox31/plugin-container,22672,22673
62,/usr/bin/firefox,22695,22695
62,dconf worker,22695,22698
62,/usr/bin/dbus-launch,22699,22699
62,/usr/bin/firefox,22697,22697
62,/usr/bin/firefox,22695,22710
62,/usr/bin/firefox,22695,22714
62,/usr/bin/dbus-launch,22742,22742
62,/usr/bin/firefox,22695,22706
62,/usr/bin/firefox,22695,22705
62,/opt/firefox31/plugin-container,22751,22751
62,/opt/firefox31/plugin-container,22751,22753
62,/usr/bin/dbus-launch,22754,22754
62,sh,22756,22756
62,/bin/ps,22757,22757
62,/bin/grep,22758,22758
62,/opt/firefox31/plugin-container,22764,22764
62,/opt/firefox31/plugin-container,22764,22765
63,/usr/bin/firefox,22788,22788
63,dconf worker,22788,22791
63,/usr/bin/dbus-launch,22792,22792
63,/usr/bin/firefox,22790,22790
63,/usr/bin/firefox,22788,22803
63,/usr/bin/firefox,22788,22807
63,/usr/bin/dbus-launch,22829,22829
63,/usr/bin/firefox,22788,22799
63,/usr/bin/firefox,22788,22798
63,/opt/firefox31/plugin-container,22839,22839
63,/opt/firefox31/plugin-container,22839,22841
63,/usr/bin/dbus-launch,22842,22842
63,sh,22844,22844
63,/bin/ps,22845,22845
63,/bin/grep,22846,22846
63,/opt/firefox31/plugin-container,22852,22852
63,/opt/firefox31/plugin-container,22852,22853
64,/usr/bin/firefox,22875,22875
64,dconf worker,22875,22878
64,/usr/bin/dbus-launch,22879,22879
64,/usr/bin/firefox,22877,22877
64,/usr/bin/firefox,22875,22890
64,/usr/bin/firefox,22875,22894
64,/usr/bin/dbus-launch,22919,22919
64,/usr/bin/firefox,22875,22886
64,/usr/bin/firefox,22875,22885
64,/opt/firefox31/plugin-container,22928,22928
64,/opt/firefox31/plugin-container,22928,22930
64,/usr/bin/dbus-launch,22931,22931
64,sh,22933,22933
64,/bin/ps,22934,22934
64,/bin/grep,22935,22935
64,/opt/firefox31/plugin-container,22941,22941
64,/opt/firefox31/plugin-container,22941,22943
65,/usr/bin/firefox,22965,22965
65,dconf worker,22965,22968
65,/usr/bin/dbus-launch,22969,22969
65,/usr/bin/firefox,22967,22967
65,/usr/bin/firefox,22965,22980
65,/usr/bin/firefox,22965,22984
65,/usr/bin/dbus-launch,23003,23003
65,/usr/bin/firefox,22965,22976
65,/usr/bin/firefox,22965,22975
65,/opt/firefox31/plugin-container,23012,23012
65,/opt/firefox31/plugin-container,23012,23014
65,/usr/bin/dbus-launch,23015,23015
65,sh,23017,23017
65,/bin/ps,23018,23018
65,/bin/grep,23019,23019
65,/opt/firefox31/plugin-container,23025,23025
65,/opt/firefox31/plugin-container,23025,23026
66,/usr/bin/firefox,23049,23049
66,dconf worker,23049,23052
66,/usr/bin/dbus-launch,23053,23053
66,/usr/bin/firefox,23051,23051
66,/usr/bin/firefox,23049,23064
66,/usr/bin/firefox,23049,23068
66,/usr/bin/dbus-launch,23097,23097
66,/usr/bin/firefox,23049,23060
66,/usr/bin/firefox,23049,23059
66,/opt/firefox31/plugin-container,23106,23106
66,/opt/firefox31/plugin-container,23106,23108
66,/usr/bin/dbus-launch,23109,23109
66,sh,23111,23111
66,/bin/ps,23112,23112
66,/bin/grep,23113,23113
66,/opt/firefox31/plugin-container,23119,23119
66,/opt/firefox31/plugin-container,23119,23120
67,/usr/bin/firefox,23143,23143
67,dconf worker,23143,23146
67,/usr/bin/dbus-launch,23147,23147
67,/usr/bin/firefox,23145,23145
67,/usr/bin/firefox,23143,23158
67,/usr/bin/firefox,23143,23162
67,/usr/bin/dbus-launch,23184,23184
67,/usr/bin/firefox,23143,23154
67,/usr/bin/firefox,23143,23153
67,/opt/firefox31/plugin-container,23193,23193
67,/opt/firefox31/plugin-container,23193,23195
67,/usr/bin/dbus-launch,23196,23196
67,sh,23198,23198
67,/bin/ps,23199,23199
67,/bin/grep,23200,23200
67,/opt/firefox31/plugin-container,23206,23206
67,/opt/firefox31/plugin-container,23206,23207
68,/usr/bin/firefox,23230,23230
68,dconf worker,23230,23233
68,/usr/bin/dbus-launch,23234,23234
68,/usr/bin/firefox,23232,23232
68,/usr/bin/firefox,23230,23245
68,/usr/bin/firefox,23230,23249
68,/usr/bin/dbus-launch,23271,23271
68,/usr/bin/firefox,23230,23241
68,/usr/bin/firefox,23230,23240
68,/opt/firefox31/plugin-container,23280,23280
68,/opt/firefox31/plugin-container,23280,23282
68,/usr/bin/dbus-launch,23283,23283
68,sh,23285,23285
68,/bin/ps,23286,23286
68,/bin/grep,23287,23287
68,/opt/firefox31/plugin-container,23293,23293
68,/opt/firefox31/plugin-container,23293,23294
69,/usr/bin/firefox,23316,23316
69,dconf worker,23316,23319
69,/usr/bin/dbus-launch,23320,23320
69,/usr/bin/firefox,23318,23318
69,/usr/bin/firefox,23316,23331
69,/usr/bin/firefox,23316,23335
69,/usr/bin/dbus-launch,23364,23364
69,/usr/bin/firefox,23316,23327
69,/usr/bin/firefox,23316,23326
69,/opt/firefox31/plugin-container,23373,23373
69,/opt/firefox31/plugin-container,23373,23375
69,/usr/bin/dbus-launch,23376,23376
69,sh,23378,23378
69,/bin/ps,23379,23379
69,/bin/grep,23380,23380
69,/opt/firefox31/plugin-container,23386,23386
69,/opt/firefox31/plugin-container,23386,23387
70,/usr/bin/firefox,23409,23409
70,dconf worker,23409,23412
70,/usr/bin/dbus-launch,23413,23413
70,/usr/bin/firefox,23411,23411
70,/usr/bin/firefox,23409,23424
70,/usr/bin/firefox,23409,23428
70,/usr/bin/dbus-launch,23451,23451
70,/usr/bin/firefox,23409,23420
70,/usr/bin/firefox,23409,23419
70,/opt/firefox31/plugin-container,23460,23460
70,/opt/firefox31/plugin-container,23460,23462
70,/usr/bin/dbus-launch,23463,23463
70,sh,23465,23465
70,/bin/ps,23466,23466
70,/bin/grep,23467,23467
70,/opt/firefox31/plugin-container,23473,23473
70,/opt/firefox31/plugin-container,23473,23474
71,/usr/bin/firefox,23497,23497
71,dconf worker,23497,23500
71,/usr/bin/dbus-launch,23501,23501
71,/usr/bin/firefox,23499,23499
71,/usr/bin/firefox,23497,23512
71,/usr/bin/firefox,23497,23516
71,/usr/bin/dbus-launch,23535,23535
71,/usr/bin/firefox,23497,23508
71,/usr/bin/firefox,23497,23507
71,/opt/firefox31/plugin-container,23544,23544
71,/opt/firefox31/plugin-container,23544,23546
71,/usr/bin/dbus-launch,23547,23547
71,sh,23549,23549
71,/bin/ps,23550,23550
71,/bin/grep,23551,23551
71,/opt/firefox31/plugin-container,23557,23557
71,/opt/firefox31/plugin-container,23557,23558
72,/usr/bin/firefox,23580,23580
72,dconf worker,23580,23583
72,/usr/bin/dbus-launch,23584,23584
72,/usr/bin/firefox,23582,23582
72,/usr/bin/firefox,23580,23595
72,/usr/bin/firefox,23580,23599
72,/usr/bin/dbus-launch,23618,23618
72,/usr/bin/firefox,23580,23591
72,/usr/bin/firefox,23580,23590
72,/opt/firefox31/plugin-container,23628,23628
72,/opt/firefox31/plugin-container,23628,23630
72,/usr/bin/dbus-launch,23631,23631
72,sh,23633,23633
72,/bin/ps,23634,23634
72,/bin/grep,23635,23635
72,/opt/firefox31/plugin-container,23643,23643
72,/opt/firefox31/plugin-container,23643,23644
73,/usr/bin/firefox,23666,23666
73,dconf worker,23666,23669
73,/usr/bin/dbus-launch,23670,23670
73,/usr/bin/firefox,23668,23668
73,/usr/bin/firefox,23666,23681
73,/usr/bin/firefox,23666,23685
73,/usr/bin/dbus-launch,23707,23707
73,/usr/bin/firefox,23666,23677
73,/usr/bin/firefox,23666,23676
73,/opt/firefox31/plugin-container,23716,23716
73,/opt/firefox31/plugin-container,23716,23718
73,/usr/bin/dbus-launch,23719,23719
73,sh,23721,23721
73,/bin/ps,23722,23722
73,/bin/grep,23723,23723
73,/opt/firefox31/plugin-container,23729,23729
73,/opt/firefox31/plugin-container,23729,23730
74,/usr/bin/firefox,23753,23753
74,dconf worker,23753,23756
74,/usr/bin/dbus-launch,23757,23757
74,/usr/bin/firefox,23755,23755
74,/usr/bin/firefox,23753,23768
74,/usr/bin/firefox,23753,23772
74,/usr/bin/dbus-launch,23796,23796
74,/usr/bin/firefox,23753,23764
74,/usr/bin/firefox,23753,23763
74,/opt/firefox31/plugin-container,23805,23805
74,/opt/firefox31/plugin-container,23805,23807
74,/usr/bin/dbus-launch,23808,23808
74,sh,23810,23810
74,/bin/ps,23811,23811
74,/bin/grep,23812,23812
74,/opt/firefox31/plugin-container,23818,23818
74,/opt/firefox31/plugin-container,23818,23819
75,/usr/bin/firefox,23841,23841
75,dconf worker,23841,23844
75,/usr/bin/dbus-launch,23845,23845
75,/usr/bin/firefox,23843,23843
75,/usr/bin/firefox,23841,23857
75,/usr/bin/firefox,23841,23861
75,/usr/bin/dbus-launch,23883,23883
75,/usr/bin/firefox,23841,23852
75,/usr/bin/firefox,23841,23851
75,/opt/firefox31/plugin-container,23892,23892
75,/opt/firefox31/plugin-container,23892,23894
75,/usr/bin/dbus-launch,23895,23895
75,sh,23897,23897
75,/bin/ps,23898,23898
75,/bin/grep,23899,23899
75,/opt/firefox31/plugin-container,23905,23905
75,/opt/firefox31/plugin-container,23905,23906
76,/usr/bin/firefox,23929,23929
76,dconf worker,23929,23932
76,/usr/bin/dbus-launch,23933,23933
76,/usr/bin/firefox,23931,23931
76,/usr/bin/firefox,23929,23944
76,/usr/bin/firefox,23929,23948
76,/usr/bin/dbus-launch,23976,23976
76,/usr/bin/firefox,23929,23940
76,/usr/bin/firefox,23929,23939
76,/opt/firefox31/plugin-container,23985,23985
76,/opt/firefox31/plugin-container,23985,23987
76,/usr/bin/dbus-launch,23988,23988
76,sh,23990,23990
76,/bin/ps,23991,23991
76,/bin/grep,23992,23992
76,/opt/firefox31/plugin-container,23998,23998
76,/opt/firefox31/plugin-container,23998,23999
77,/usr/bin/firefox,24022,24022
77,dconf worker,24022,24025
77,/usr/bin/dbus-launch,24026,24026
77,/usr/bin/firefox,24024,24024
77,/usr/bin/firefox,24022,24037
77,/usr/bin/firefox,24022,24041
77,/usr/bin/dbus-launch,24058,24058
77,/usr/bin/firefox,24022,24033
77,/usr/bin/firefox,24022,24032
77,/opt/firefox31/plugin-container,24067,24067
77,/opt/firefox31/plugin-container,24067,24069
77,/usr/bin/dbus-launch,24070,24070
77,sh,24072,24072
77,/bin/ps,24073,24073
77,/bin/grep,24074,24074
77,/opt/firefox31/plugin-container,24080,24080
77,/opt/firefox31/plugin-container,24080,24081
78,/usr/bin/firefox,24103,24103
78,dconf worker,24103,24106
78,/usr/bin/dbus-launch,24107,24107
78,/usr/bin/firefox,24105,24105
78,/usr/bin/firefox,24103,24118
78,/usr/bin/firefox,24103,24122
78,/usr/bin/dbus-launch,24145,24145
78,/usr/bin/firefox,24103,24114
78,/usr/bin/firefox,24103,24113
78,/opt/firefox31/plugin-container,24154,24154
78,/opt/firefox31/plugin-container,24154,24156
78,/usr/bin/dbus-launch,24157,24157
78,sh,24159,24159
78,/bin/ps,24160,24160
78,/bin/grep,24161,24161
78,/opt/firefox31/plugin-container,24167,24167
78,/opt/firefox31/plugin-container,24167,24168
79,/usr/bin/firefox,24191,24191
79,dconf worker,24191,24194
79,/usr/bin/dbus-launch,24195,24195
79,/usr/bin/firefox,24193,24193
79,/usr/bin/firefox,24191,24206
79,/usr/bin/firefox,24191,24210
79,/usr/bin/dbus-launch,24232,24232
79,/usr/bin/firefox,24191,24202
79,/usr/bin/firefox,24191,24201
79,/opt/firefox31/plugin-container,24241,24241
79,/opt/firefox31/plugin-container,24241,24243
79,/usr/bin/dbus-launch,24244,24244
79,sh,24246,24246
79,/bin/ps,24247,24247
79,/bin/grep,24248,24248
79,/opt/firefox31/plugin-container,24254,24254
79,/opt/firefox31/plugin-container,24254,24255
80,/usr/bin/firefox,24277,24277
80,dconf worker,24277,24280
80,/usr/bin/dbus-launch,24281,24281
80,/usr/bin/firefox,24279,24279
80,/usr/bin/firefox,24277,24292
80,/usr/bin/firefox,24277,24296
80,/usr/bin/dbus-launch,24321,24321
80,/usr/bin/firefox,24277,24288
80,/usr/bin/firefox,24277,24287
80,/opt/firefox31/plugin-container,24330,24330
80,/opt/firefox31/plugin-container,24330,24332
80,/usr/bin/dbus-launch,24333,24333
80,sh,24335,24335
80,/bin/ps,24336,24336
80,/bin/grep,24337,24337
80,/opt/firefox31/plugin-container,24343,24343
80,/opt/firefox31/plugin-container,24343,24344
81,/usr/bin/firefox,24366,24366
81,dconf worker,24366,24369
81,/usr/bin/dbus-launch,24370,24370
81,/usr/bin/firefox,24368,24368
81,/usr/bin/firefox,24366,24381
81,/usr/bin/firefox,24366,24385
81,/usr/bin/dbus-launch,24405,24405
81,/usr/bin/firefox,24366,24377
81,/usr/bin/firefox,24366,24376
81,/opt/firefox31/plugin-container,24414,24414
81,/opt/firefox31/plugin-container,24414,24416
81,/usr/bin/dbus-launch,24417,24417
81,sh,24419,24419
81,/bin/ps,24420,24420
81,/bin/grep,24421,24421
81,/opt/firefox31/plugin-container,24427,24427
81,/opt/firefox31/plugin-container,24427,24428
82,/usr/bin/firefox,24451,24451
82,dconf worker,24451,24454
82,/usr/bin/dbus-launch,24455,24455
82,/usr/bin/firefox,24453,24453
82,/usr/bin/firefox,24451,24466
82,/usr/bin/firefox,24451,24470
82,/usr/bin/dbus-launch,24496,24496
82,/usr/bin/firefox,24451,24462
82,/usr/bin/firefox,24451,24461
82,/opt/firefox31/plugin-container,24505,24505
82,/opt/firefox31/plugin-container,24505,24507
82,/usr/bin/dbus-launch,24508,24508
82,sh,24510,24510
82,/bin/ps,24511,24511
82,/bin/grep,24512,24512
82,/opt/firefox31/plugin-container,24518,24518
82,/opt/firefox31/plugin-container,24518,24519
83,/usr/bin/firefox,24541,24541
83,dconf worker,24541,24544
83,/usr/bin/dbus-launch,24545,24545
83,/usr/bin/firefox,24543,24543
83,/usr/bin/firefox,24541,24556
83,/usr/bin/firefox,24541,24560
83,/usr/bin/dbus-launch,24585,24585
83,/usr/bin/firefox,24541,24552
83,/usr/bin/firefox,24541,24551
83,/opt/firefox31/plugin-container,24594,24594
83,/opt/firefox31/plugin-container,24594,24596
83,/usr/bin/dbus-launch,24597,24597
83,sh,24599,24599
83,/bin/ps,24600,24600
83,/bin/grep,24601,24601
84,/usr/bin/firefox,24621,24621
84,dconf worker,24621,24624
84,/usr/bin/dbus-launch,24625,24625
84,/usr/bin/firefox,24623,24623
84,/usr/bin/firefox,24621,24636
84,/usr/bin/firefox,24621,24640
84,/usr/bin/dbus-launch,24664,24664
84,/usr/bin/firefox,24621,24632
84,/usr/bin/firefox,24621,24631
84,/opt/firefox31/plugin-container,24674,24674
84,/opt/firefox31/plugin-container,24674,24676
84,/usr/bin/dbus-launch,24677,24677
84,sh,24679,24679
84,/bin/ps,24680,24680
84,/bin/grep,24681,24681
84,/opt/firefox31/plugin-container,24687,24687
84,/opt/firefox31/plugin-container,24687,24689
85,/usr/bin/firefox,24712,24712
85,dconf worker,24712,24715
85,/usr/bin/dbus-launch,24716,24716
85,/usr/bin/firefox,24714,24714
85,/usr/bin/firefox,24712,24727
85,/usr/bin/firefox,24712,24731
85,/usr/bin/dbus-launch,24751,24751
85,/usr/bin/firefox,24712,24723
85,/usr/bin/firefox,24712,24722
85,/opt/firefox31/plugin-container,24761,24761
85,/opt/firefox31/plugin-container,24761,24763
85,/usr/bin/dbus-launch,24764,24764
85,sh,24766,24766
85,/bin/ps,24767,24767
85,/bin/grep,24768,24768
85,/opt/firefox31/plugin-container,24774,24774
85,/opt/firefox31/plugin-container,24774,24775
86,/usr/bin/firefox,24797,24797
86,dconf worker,24797,24800
86,/usr/bin/dbus-launch,24801,24801
86,/usr/bin/firefox,24799,24799
86,/usr/bin/firefox,24797,24812
86,/usr/bin/firefox,24797,24816
